step,degree_2,degree_3,degree_4,degree_5,degree_6_plus,lizard_position,action,action_letters,reward
1,4,4,1,0,0,1,0,1,2,p,-3.0,p
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,0,3,6,1,t,-3.0,t
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,1,2,p,-3.0,p
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,1,2,p,-3.0,p
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,0,3,6,1,t,-3.0,t
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,0,3,6,1,t,-3.0,t
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,0,3,6,1,t,-3.0,t
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,1,2,p,-3.0,p
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,1,2,p,-3.0,p
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,0,3,6,1,t,-3.0,t
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,1,2,p,-3.0,p
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,0,3,6,1,t,-3.0,t
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,0,3,6,1,t,-3.0,t
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,0,3,6,1,t,-3.0,t
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,0,3,6,1,t,-3.0,t
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,1,2,p,-3.0,p
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
1,4,4,1,0,0,1,0,3,0,a,7.0,a
